score,content,label
5,Mempermudah dalam segala hal,Positif
5,Okeee,Positif
1,Aplikasi tidak menanggapi melulu...nutup sendiri aplikasi nya,Negatif
1,"Merasa rugi langgana gofood plus karena restoran favorit ga masuk Dan restoran yg gofood+ sangat sedikit Saya nyesel,mana ga bisa di refaund lagi wkwk Oh iya dan aneh nya restoran nya itu kebanyakan baru semua wkwk belum ada ratting Aneh banget",Negatif
5,Iye,Positif
1,"Awal pake gopaylater lancar, pembayaran gak pernah telat, limit baru dipake dikit eh dah gak bisa digunain lagi, ampas.....",Negatif
1,Tidak dapat pinjaman pay later,Negatif
5,Mantep,Positif
5,bagusss bangettt pokonya mahhh,Positif
5,"Aplikasi lengkap,mudah digunakan,sangat memantu dalam kebutuhan sehari terlebih saat transaksi apapun",Positif
1,"Sedihnya hati saya kenapa gojek seperti ini, hari ini sy ajukan gopay pinjam 800rb, terima 757.600 biaya cicilan 424.200 selama 2 bulan. Nah pas tagihan muncul betapa kagetnya saya melihat pembayaran pertama jatuh di tanggal 20 di bulan yg sama yaitu bulan Desember. Jd pembayaran pertama 20des, kedua 20jan yg harusnya pembayaran pertama 4jan, kedua 4feb. Gojek.. Apa anda mau mencekik rakyat atau mau membantu rakyat??? Jualan lg sepi, sy butuh tambahan modal makanya sy terpaksa ajukan pinjaman.",Negatif
5,"Terima kasih layanan okenya. sangat membantu keperluan pengiriman paket, bepergian dan belanja makanan/keperluan lainnya ðŸ˜Š",Positif
1,"Paylater gabisa dipake, padahal saldo masih ada, pembayaran gapernah telat juga",Negatif
5,Puas,Positif
5,"Gojek sangat membantu bepergian kmn saja , makasih Goek",Positif
5,Mantaps,Positif
1,Sistem ny lamaaa untuk fitur mode hematt,Negatif
5,Ok bangat sangat membantu,Positif
5,"gak perlu khawatir drama kembalian nunggu nunggu yang jual, karena pakenya gopay",Positif
1,"Uang udah ada di gopay semua, tadinya sih pengen gampang.. malah error terus, susah bgt cari driver.. aneh ðŸ–•ðŸ‘Ž",Negatif
5,Semakin mudah untuk kemana..terima kasih gojek..dan banyak promo vouchernya,Positif
1,Driver nya GX sopan kasar bgt trus kita susah untuk mencari cs nya,Negatif
1,HATI HATI UNTUK YANG MAU TOP UP ! JANGAN SIMPAN SALDO DI GOPAY GOJEK. SALDO SAYA HILANG!!!! ANNJ LAH,Negatif
5,bagus,Positif
5,pelayanannya bagus & cepat,Positif
5,Bgus bgt,Positif
1,Semakin besar namanya semakin menjajah kesejahteraan driver.,Negatif
5,Top banget,Positif
5,Ok,Positif
1,Knapa sekarang gopay laternya tidak bisa digunakan..pdhl saya bayar selalu tepat waktu..setiap saya mau pakai gopay later selalu ditolak..knapa sebabnya..,Negatif
1,"Aplikasinya akhir2 ini eror, loading lama. Ga bisa kebuka. Mau pesan goride maupun fitur lain aja ga kebuka2 gimana si Hadeuuuhhhhh. Ini ada kendala apa sih ? Menghambat banget",Negatif
2,"Gopaylater,metode pembayaran tidak muncul, bagaimana???????",Negatif
5,kenapa gopaylater tidak bisa pakai beli gofood,Positif
5,Manteppp,Positif
5,"Banyakin promonya, biar gak kalah sama aplikasi InDrive",Positif
5,Bagus cepat...solusi pintar sesuai kebutuhan terima kasih,Positif
1,Mohon kepada pihak gojek kenapa sistem go tagihan saya tidak bisa masuk padahal jaringan saya sedang bagus,Negatif
1,SANGAT KECEWA DENGAN PELAYANAN GOBOX,Negatif
5,Mantab...sangat membantu,Positif
5,Sangat membantu saat pesan makanan dan minuman hangat di saat hujan deras,Positif
2,Tolong pihak gojek nomor konsumen tolong di tampil kan.nomor yg di sembunyikan tdak bisa di tlpon..memperlambat kerja deraifer..,Negatif
5,Mantap,Positif
4,"Tolong perbanyak promonya, karna sekarang jarang ada promo",Positif
1,gopaylater gabisa digunakan padahal tidak telat bayar dan saldo masih banyak,Negatif
1,"saya beli voucher gofood plus 3 bulan,tapi pas masih ada 58 hari malah sudah gak ada promo gofood plusnya",Negatif
5,Oke,Positif
1,Pengguna baru ...awal pesen makanan udah di buat kecewa ...masa pesen nasi padang ayam bakar yang dateng cuman nasinya gx ada ayam bakarnyaðŸ¤¦â€â™‚ï¸ðŸ¤¦â€â™‚ï¸ðŸ¤¦â€â™‚ï¸,Negatif
1,Bukanya tambah bagus ko aplikasinya banya kendala,Negatif
5,Terimakasih,Positif
5,"Perjalanan yg menyenangkan,bebas hambatan dan driver yg sopan dan ramah",Positif
5,Oke,Positif
1,Makin ga jelas aplikasinya. Loading menu sering gagal padahal internet lancar. Metode Pembayaran Gopay Later tidak muncul dalam aplikasi ataupun redirect payment. Generate Nomor VA buat Pembayaran selalu gagal. Bug everywhere.......,Negatif
1,"Apk gojek lama"" kg bener.transaksi sukses tapi di bank blm terima saldo.parah nih apk.lama"" nih apk udah kaya maling.udah cs ya lambat respon.hati"" aja kalo mau transfer di apk gopay ini.",Negatif
1,Ini gopay laters gk bisa dibuka sih? Saya mau bayarnya gmna ini????,Negatif
1,Tukang tipu harga tidak sesuai!!,Negatif
1,sering kena blokir akun saya pdhl sldo nya ada 1jt +,Negatif
5,Mantap,Positif
5,Sayangg suaaminyaaaa,Positif
1,"Notif chat dri driver tolong diperbaiki, sering ada chat tapi berakhir gada notif jadi suka telat jawab",Negatif
1,"Nih gojek banyak banget driver minus akhlak, mending perketat deh soalnya lamaÂ² nama baiknya turun",Negatif
5,Ok,Positif
5,Driver ramah kalo dimintain tolong ada kemauan membantu sesama,Positif
5,"Mempermudah dalam berangkat kerja, mempermudah buat beli makannan, mantapp ðŸ«°ðŸ™ðŸ‘Œ",Positif
1,"Baru isi gopay niat mau isi paket malah engg bisa di pake , padahal sblm nya bisa di buka lo aneh bener gojek",Negatif
1,"Apk jelek, voucher promo tidak bisa menyesuaikan wilayah",Negatif
2,Loding mulu. Dapet driver lokasi jauh terus,Negatif
5,Mantap sangat membantu,Positif
1,"Lemot njiir, mau pesen gocar aja susah segala loading padahal Kouta masih ada dan sinyal bintang 5 hadehh",Negatif
1,Kenapa hari2 ini gopay later gak bisa d gunakan.. saldo banyak buat apa..,Negatif
1,Gak bagus,Negatif
5,Bgus,Positif
2,Gopay ribet pake payleter masa pertama make mau lunasin harus nunggu 15 hari ðŸ˜®â€ðŸ’¨ padahal lebih cepet lebih baik... males ah pake lagi.,Negatif
5,Gojek mantapðŸ‘,Positif
5,mantul pisanðŸ™,Positif
5,Mantul,Positif
1,"Tiba2 limit pay latter dan goapy pinjam tidak bisa diapakai, padahal bayar bagus dan tidak permah telat..",Negatif
5,Baguus..,Positif
2,Kenapa error teruuuss???,Negatif
5,Mantap pakai gojek dari awal berdiri,Positif
5,Kasih rate 5 EXOâ¤ï¸ðŸ§¡ðŸ’›ðŸ’šðŸ’™ðŸ’œðŸ–¤â™¥ï¸,Positif
5,Membantu sekali apl ini,Positif
5,bermanfaat bgt,Positif
5,Ok,Positif
1,Apknya udh nggk recommended,Negatif
1,sekarwng aplikasinya sering ngefreez. makin gajelas.,Negatif
1,Nagih paylater aja semangat siang malam di tlp terus Setelah dibayar lunas malah mengatasnamakan tobel Hellen tambah kesini tambah aneh apk ini Mau hapus bintang gak bisa Bukan penggunaan baru loh ini udah bertahun-tahun pakai apk ini,Negatif
1,Kecewa saya top up gak masuk masuk saldonya aku udah coba dipusat bantuan gak ada respon,Negatif
5,Good..,Positif
5,Sep daaaahhhh,Positif
2,"nyari gocar susah bgt, drivernya pada manja",Negatif
1,Woi Gojek q tulis laporan 4x soal paylater tetapi gk ada respon uda 2hari..kenapa saldo paylater masih full tetapi tidak bisa di gunakan..lama2 jadi lemot WOIIIII TANGGAPIN DONG EMAIL AKU DAN LAPORAN AKU DI APLIKASI,Negatif
5,Mantab,Positif
5,Suki!!,Positif
5,Apliaksi bagus sangat membantu,Positif
1,"apaan lama bngt gk di proses"",uang gw nyangkut gk bisa di ambil",Negatif
1,Aplikasi bloon,Negatif
5,"Bbrp minggu terakhir disc atau promo nya lumayan besar, jd sukaaaa ðŸ˜",Positif
1,"akun tidak bisa dihapus dengan alasan harus selesaikan dulu pay later, padahal tidak punya beban di pay latter",Negatif
5,membantu,Positif
1,Gasuka banget di tlp terus2an sama gopay letter! Sengaja di angkat malah robot! Tolong ya saya gasuka di tlp! Merusak signal internet saya!,Negatif
1,"Saya sebagai gojek bali, lu sadar gak, sistem loo lagi bobrok, setiap pelanggan mengeluhkan setiap order food lama lama dapat driver. Padahal driver banyak yang nyender tidak ada orderan. Kabarnya customer pada pindah ke grab food. Luuu sadar gak anying.",Negatif
5,semoga selalu menjadi baik dalam memilih perjalanan dan pesenan makanan,Positif
5,Ok,Positif
5,mantabbb,Positif
1,"gopay laternya ditolak terus semenjak ganti nomor baru, padahal nomor lama dpt gopay later",Negatif
2,Kenapa fitur gopay later tidak bisa dipake dalam Tokopedia,Negatif
5,Sangat baik,Positif
5,Sangat bagus,Positif
5,Mantap,Positif
2,Update bukan tambah simpel malah tambah ribet. Mau gosend aja sampe 2x pilih lokasi. Balik lg ke awal pilih lg lokasi & berat.. hadeuhhh ribet,Negatif
5,Sangat Membantu,Positif
2,"Sekarang go paylater pakai dabcollector ya ? NgancamÂ² via WA, hny terlambat 4 hari, itu pun dgn bunga yg sangat fastastis 50.000 saat terlambat 1 hari Dan saya sdh jd member Â± 7 thn sll tgg jawab Gojek terus terang ya, knp jadi kejam.. Bbrp bln yg lalu denda msh manusiawi / bijak 3000 /hari diatas tgl 6 Ada apa dgn Gojek ??? ðŸ™",Negatif
5,Mantullll,Positif
5,Verry good,Positif
1,Lama bgt dpt gojeknya dh gitu pas dpt pasti jauh bgt ga di kasih yg dekat,Negatif
1,"Knp sekarang gopay semakin susah digunakan terutama gopaylater padahal sebelumnya tidak ada masalah sama sekali, bahkan saya tidak pernah menunggak, tolong diperbaiki layanannya",Negatif
1,"Di Kaltim, pesanan lambat betul hampir 1 jam nunggu utk dapet drivernya",Negatif
5,The best,Positif
1,"Kecewa sekali sama gojek, akun lama ga bisa masuk, sering cancel orderan",Negatif
5,Bagus&mantap aplikasi ini berguna,Positif
1,Pemakaian gopay later saya cuma 23.000 tapi ketika kenapa denda keterlambatan 3 hari kena denda 50.000 total yang harus saya bayar 73.000. padahal dalam bantuan dan pemakaian gopay later denda keterlambatan adalah 2000/hari . Bahkan kalo pemakaian tidak melebihi batas 30.000 denda 0 rupiah. Customer service tidak jelas. Email tidak terbalas. Gmail tidak di respon. Pertanyaan play store tidak ditanggapi. Selalu di jawab oleh sistem tidak ada solusi. Email pun sama. Cek sistem liat akun saya,Negatif
5,Sangat membantu skli,Positif
1,"APLIKASI TOLOL UDAH BAYAR TAGIHAN DARI TANGGAL 27 NOVEMBER TAPI MASIH DITAGIH GOBLOOOK APLIKASI GOBLOOOK, UDAH BIKIN LAPORAN GAK NGASIH SOLUSI BODOOOOOH BANGET INI KARYAWANNYA Edit : UDAH SOLUSI MASALAHNYA LELET BANGET NGENTOD, TERUS TETEP KENA BIAYA TERLAMBAT BAYAR EH TOLOL YANG TERLAMBAT ITU ELU BEGO",Negatif
1,"Knpa gojek skrg separah ini,order hrs nunggu minimal 45mnt makanan bisa sampek.apa gojek g pingin perbaikan pelayanan kah,atau g kepikiran klo cust lama kelamaan bakal beralih mncari yg lain yg lbh cpt pengantaran dan pelayanannya lbh baik",Negatif
5,Ok,Positif
5,The best,Positif
1,"Akhir2 ini suka ngehang tbtb freeze. Trus pas lagi order blm fix masih lihat2, bisa2 nya ga pencet order fix tp pesen2 sendiri. Parah sih",Negatif
2,Gblok lagi butuh malah ga bisa di pakeee,Negatif
1,Kalau hujan ni aplikasi nyebelin banget. Dapetnya yg jauh2.,Negatif
5,Good,Positif
5,sangat baik,Positif
1,"Saya pesan makanan dan ternyata pesenan saya gk nyampe ke restonya, resto gk bisa bikin penesan saya, promo di gojek pelit banget biaya ongkir dan biaya lainnya sangat mahal harga makanan cuma 14ribu bisa sampe 41ribu sanga tidak recomended ðŸ‘Ž. APLIKASI BOSOKK",Negatif
5,Ok,Positif
1,"sekarangÂ² ini kok masuk ke aplikasi susah ya? sinyal padahal bagus,tapi saat buka apl hanya layar putih. tibaÂ² notif Internet mati (internet nyala dan stabil)",Negatif
5,"Anis Baswedan, mantap...ðŸ‘",Positif
1,"Kenapa sering bermasalah saat digunakan akhir"" ini",Negatif
4,Sangat bagus,Positif
1,"Semakin update, semakin gk ada promo buat gofood , sangat kecewa",Negatif
1,"Parah, masa daerah Canggu tidak ada driver terdekat.",Negatif
1,Jangan banyak mengelak bos daH jelas2 banyak kendala banyak bintang 1 nilanyaa jadi perbaiiki APLIKASI LUU berarti aplikasi lu yg gk bener..... Kebiasaan orang indog punya aplikasi bukanya MAKIN ENAK Malah berbelit2 aplikasi lu anj*ng,Negatif
1,Jelek tiap persen grab mobil lama bnyak cancel,Negatif
1,kenapa gopay paylater ngk bisa di pakai padahl saldonya masih full kecewa sih,Negatif
5,Mantap lahkeren Makai apk gojek,Positif
5,"Layanan penumpang oke,,,",Positif
5,Cukup membantu,Positif
5,baik,Positif
1,Jadi lambat kurang baik respon waktunya .....jelek.â˜¹ðŸ˜­ðŸ˜­,Negatif
5,keren bgt sih apk nya aku biasa mengandalkan apk ini karena paling the best,Positif
1,Sekarang gojek pesen makanan kenpa ko lama sekali nyampenya 30 sd 40mnit bahkan spe 1 jam pdahal deket loh restonya Dan kta driver double order loh gitu ya sistem ccd sumpah di ganti cina jdi begini gojek mnding dulu di pegang nadim,Negatif
2,"Sering banget ngalamin terutama gocar, udah pesen nunggu lama tapi ga dijemput malah mapnya tambah jauh Satu lagi mau saya tambahkan, kenapa selalu dapet yg jauh ya padahal udah pilih yg biasa, kalo pilih yg hemat dapet jauh masih mending.. ini udah pilih gocar biasa masih dapet yg jauh/ masih anter penumpang lain dlu",Negatif
5,Oke sangat membantu,Positif
2,"Gak pernah bisa ngajuin gopay Later...padahal kmna"" pakai gojek n beli apa"" lewat Goo food...aneh",Negatif
5,"Sangat baik,ramah,nyaman",Positif
1,Nyari driver lama banget setengah jam ga nemu nemu,Negatif
1,Dapet driver nya lama sekali,Negatif
5,"sangat membantu, aplikasi mudah di gunakan dan banyak promonya",Positif
4,Good jobs,Positif
2,Tolong di evaluasi lagi perihal speed pada sistem nya dong .. terutama untuk GoTransit yang sewaktu Pelanggan mau beli tiket kereta harus nyari sinyal dulu .. padahal Lokasi nyala dan Jaringan bagus.,Negatif
5,Gojek bisa,Positif
1,"kenpa si setiap saya order goride dapetnya driver yg lokasinya jauh mulu ,kn klo buru2 mereka pada ga bisa minta cancel , tolong lh perbaiki lgi ,ya jek",Negatif
1,Gopay later tidak bisa di gunakan padahal full masih dan tagihan pun udah di lunasi...tolong balikin lagi ke vindaya lebih enak dari pda PT skrng yg mengelola kbanyakan tololnya dan terlalu pelit.,Negatif
1,"gojek makin kesini makin gajelas, udalah aplikasi sering bug, trus gopaylater bermasalah.. selama ini palai findaya amanÂ² aja, limit gede, tibaÂ² disuruh update paylater ke MAB, hasilnya malah ZONK, limit kecil & cuma pajangan doang gak bisa dipakai. please balikin Findaya kayak dlu aja, MAB gaguna",Negatif
5,"Selalu pake gojek, promonya mantapðŸ‘",Positif
5,Oke!,Positif
5,Mantap,Positif
5,"Banyakin diskon biar driver nya ga milih"" penumpang..",Positif
2,"GIMANA ini ,Kok Gopaylater Gak bisa Dipakek pdhl , Sebelumnya Selalu bayar tepat waktu dan Gak pernah GalbayðŸ˜‘ðŸ˜¤,Balikin lagi Yg versi Findaya dng yg MAB bnyk maslhnya",Negatif
5,Makasi,Positif
1,"ga bisa lukakan pemesanan, mohon solusi",Negatif
1,"Order pukul 4, nyampe pukul 6. Karena digabungkan dengan orderan orang lain. Padahal tidak memilih mode hemat. Perbaiki sistem mu. Jangan membuat driver, customer, penjual salah faham",Negatif
5,Transportasi lebih mudah setiap waktu,Positif
5,Cepat,Positif
5,Siplah,Positif
5,Sangat membantu,Positif
1,"Slmt pagi mohon diperhatikan dan ditingkatkan lg kinerjanya, masa gara gara hujan semua gojek alasannya ga bawa mantel sama helm",Negatif
2,"Aplikasinya sudah bagus, semua driver nya juga oke, tapi tolong untuk upgrade selanjutnya di berikan opsi melaporkan toko/resto, saya memesan makanan sudah menunggu satu jam tapi pesanan saya tidak pernah selesai, setelah saya cek restonya malah tutup, kalo sejak awal mau tutup kenapa pesanan saya di konfirmasi tanpa kejelasan. Tolong untuk developer di buatkan opsi blokir resto biar resto2 gk jelas tidak merajalela.",Negatif
1,"Transaksi gagal tapi saldo hilang kacau, Tulisannya di refund tapi saldo ga kembali. Kecewa",Negatif
5,Oke,Positif
5,mantap pisan,Positif
2,"Susah sangat waktu di orderan, lebih senang grab",Negatif
5,Semoga selalu memberikan pelayanan yg terbaik ðŸ‘,Positif
5,Sangat membantu,Positif
4,Susah dapat driver di saat dibutuhkan,Positif
1,gotik ny ilang,Negatif
1,Pelanyan sangat buruk gopay leter tidak bisa di gunakan lagi,Negatif
5,Mantap,Positif
5,Mantap......,Positif
5,Gooodddddd,Positif
5,Promo perjalanan menarik,Positif
5,Josss pokoknya,Positif
5,Respon cepat kalau ada masalah,Positif
5,"Min massa aku pesen makanan lebih dari batas waktu mulu,, bilangnya 30-40 menit, kenapa sampai mau 90 menit,,, di aplikasi nya bilangnya pesanan lgi siapin mulu, masa nyiapin pesenan mau satu jam sendiri?? Lain kali kalo update tambahin pengaturan biar kita pembeli bisa telfon ke pihak resto nya Min!!",Positif
5,Sangat bagus,Positif
5,Aplikasi bagus sangat membantu gak siaÂ² download apk ini,Positif
1,lambat pengantarannya,Negatif
4,baguss,Positif
5,Sangat bagus aplikasi ini ...,Positif
1,Gak bisa mesen gocar.,Negatif
1,apk jelek..,Negatif
1,"CS TIDAK RAMAH. LAMA BALAS ADUAN, PADAHAL ANAK SULTAN. CS PRIORITAS ITU GIMMICK.",Negatif
5,Ok banget,Positif
1,Biaya layanan aplikasi kemahalan,Negatif
5,Sangat membantu,Positif
1,"sekarang susah mau dapet driver, padahal banyak yg tersedia di sekitar tempat saya tapi tidak ada satu pun yg mengambil orderan saya, jadi tidak bisa di andalkan lagi buat kemana mana. Tolong di perbaiki kembali supaya para pengguna nyaman dgn adanya aplikasi GojekðŸ™",Negatif
5,"Bagus banget, semua lokasi tersedia disini",Positif
5,Mudah dan cepat,Positif
5,Good,Positif
5,ok....,Positif
1,"ni aplikasi kalo lagi dibutuhin susah banget dipake, buat dapet driver aja susah banget. pesen gobike, goshop, gofood tetep aja gada yang nyangkut",Negatif
5,baik.sopan,Positif
4,"Gopaylater sekarang susah digunakan,, saldo banyak tapi ga bisa di pake",Positif
1,"Baru ini pke gojek kesel bgt. Di apk cmn tertulis biaya 35k (gopay), trs tetiba krg 6k (cash). Pdhl dr awal gaada tulisan apa2, parah bgt lu",Negatif
1,"Lama nunggu , setelah di batalin cs nya uang nya gk kembali ke saldo anehh, perbaiki sistem nya",Negatif
5,Se,Positif
1,"kenapa ya sekarang gojek jelek saldo gopay saya kepotong dan tidak ada tanggung jawab, dan tidak cepat respon, selain itu juga saya beberapa kali memesan makanan yang datang tidak sesuai padahal harganya cukup lumayan apa lagi sekarang kalo mesen gofood ada biaya admin tapi makin lama kualitas nya tidak meningkat malah menurut, udah admin mahal makanan tidak sesuai",Negatif
2,"Payah..mentang2 ongkir murah/hemat,malah di driver dpt dobel order 1 arah tjuan,jd lama.. oia,skrg malah stlh dpt driver,maps posisi driver malah kga ada,jd ga bs liat tu driver nya lg di mn.. hadehðŸ¤¦â€â™‚ï¸ðŸ‘Ž",Negatif
1,"Kalau ada bintang setengah, kabarin yaðŸ˜",Negatif
1,"Parah banget, oder gofood 2 jam ga dtg2!! Karena driver nya ga ada yang bisa anter, tolong dong admin gojek pantau terus ada driver untuk gofood atau tdk, kalo kekurangan driver info di awal ke customer kalo akan ada keterlambatan karena keterbatasan jumlah driver! Ini pelanggan di php, parah banget jd ga makan mlm saya ðŸ˜­ðŸ˜­ðŸ˜­",Negatif
1,Banyak bug,Negatif
1,"gk puas bnget sama pelayanan gojek skrng..mau ganti pin,ngirim otp ke nomer yg lama yg sdh tdk aktif lewat sms lg,mau ganti nomer ke yg baru dsuruh masukan pin..orng pinnya lupa gmna terus,anda waras gak??mau ngubungi jwbnya pakai mesin otomatis gmn bs menjelaskan keluhan..ini 2023 uda gk zaman ngirim otp lewat sms,ngirim itu lewat WA/email yg slalu aktif bkn sms ...",Negatif
5,ðŸ‘,Positif
1,Gopay saya hialng empat puluh ribu,Negatif
1,"Saran saya jangan pake APK ini lagi, setiap kali ada Maslah tidak ada solusi buat CS Gopay, sudah kapok saya pakai APK ini, ketipu 500 rb gak ada tanggung jawabnya, di chat CS gak ada respon",Negatif
5,Sangat membantu dimanapun dan kapanpun.,Positif
5,Tiap order dpt coin doang boss,Positif
1,Terlalu banyak menampilkan iklan,Negatif
1,Buruk driver sudah di tindas,Negatif
5,Keperluan setiap hari jauh lebih gampang,Positif
1,Kebanyakan loading padahal sinyalnya full ðŸ˜¤,Negatif
5,Aplikasi ini sangat membantu,Positif
1,"uda nunggu makanan lama, endingnya ngga dapat driver, kebijakan yg aneh, harusnya dicek dan call di awal drivernya!!!!",Negatif
5,Sangat senang,Positif
5,Senang sekali.,Positif
5,"Tidak pernah dapat promo lagi. Tidak ada voucher, mission, langganan ,dll",Positif
5,keren,Positif
5,Sangat membantu kehidupan saya,Positif
2,Gopaylater setelah dipegang MAB telat 2 hr denda 50.000 ðŸ˜ dulu di atas tgl 6 denda 2.000. Gila bener..,Negatif
5,Ole juga,Positif
1,"buat apa ada fitur gocar kalo hujan gabisa dapat driver, mending hapus aja fiturnya ga guna",Negatif
4,Good,Positif
5,"Simple,cepat,drivernya ramah",Positif
1,"driver ga mau ambil orderan kalu kita pake diskon promonya, giliran ga pakai promo langsung di ambil.",Negatif
5,Super Sekali,Positif
1,"DAH NUNGGU LAMA GK DPT DRIVER. customer service balesnya lama. mending ubah fiturnya, dpt driver dulu baru pesen ke restonya. klo pesen dulu trs belum dpt driver kasian restonya, kasian customer jg DAH NUNGGU LAMA MALAH GK DPT DRIVER AKHIRNYA HARUS CANCEL!!!!!!!!!!!",Negatif
5,the best,Positif
1,"Dari tanggal 1 desember gopaylaternya bermasalah. Minta bantuan ke CS malah ngasih link yg isinya cuman titik putih doang, maksudnya apa coba. Giliran telat bayar kena denda 50k",Negatif
1,"pesan food super lama, harus nunggu makanan jadi naru dicarikan driver, semakin kesini semakin lambat",Negatif
1,"Applikasi sampah, dari jam 8 malam sampe jam setengah 11 malam tulisanya (mencari driver untuk mengantarkan makanan anda harap tunggu) pake 2 akun 2 2 nya tulisan kaya gt, akun 1 beli sate akun 2 beli soto, dua duanya nungguin driver sampe jam setengah 11 malam tetap gada hasil, akhirnya beli makan sendiri pake jas ujan keluar, kenapa? Gara gara HUJAN jd driver pada gak mau antar gofood? Sampah banget milih milih, jadi kapok pake applikasi gak guna gini mending uninstall.",Negatif
1,Sudah di order sudah diterima sudah di siapkan di resto tapi tidak ada driver yang tersedia,Negatif
5,Ok,Positif
4,"Saya berharap s makin memudahkan penumpang lagi, sukses trs",Positif
2,Susah banget nyari drivernya padahal tempat nya udah strategis abis itu ga jauh juga.,Negatif
5,Mantul,Positif
5,Bagus,Positif
5,Mantap,Positif
5,Mantap dan semoga semakin banyak diskonnya,Positif
2,Sorry bintang harus sy turunan... diskon sgt dibatasi dg byk syarat yg ada.. waktu pengiriman juga sgt lama...,Negatif
5,GPS sering tdk sesuai alamat tujuan. menyulitkan driver,Positif
1,Susah nyari driver,Negatif
5,Good,Positif
1,Masuk akun susah bgt pdahl sudah di update paling terbaru dan jaringan sangat bagus tetap susah masuk ke akun gojeknya,Negatif
5,"Dengan adanya GOJEK sangat membantu disaat ada keperluan mendadak, Sukses Selalu GOJEK ðŸ™ðŸ™ðŸ™",Positif
5,mksh om,Positif
4,"Riwayat tolong ditambahkan saldo setelah dan sebelum pembayaran, agar bisa dipantau saldonya",Positif
5,Keep improve yaa...,Positif
1,"Susah banget yaaaalllaaahh, nunggu 2 jam ga dapet dapet driver nya",Negatif
2,"Maaf, Sudah diupgrade tp tetep eror tdk bs terpakai utk pemesanan go food & pembelian lainnya jg..ðŸ˜”ðŸ¤¦",Negatif
5,saya kasih bintang 5 karna sudh di bantu kembaliin saldo gopay saya ..,Positif
5,Alhamdulilah driver nya ramah and sopan makasih gopay,Positif
2,Gopaylater sering tidak bisa di gunakan padahal limit tidak terpakai sama sekali Tagihan pun sudah di lunasi semua Uninstall dulu deh,Negatif
5,good,Positif
5,Sangat membantu,Positif
4,good,Positif
1,Driver semua sampah,Negatif
1,Heran kok pesanan diterima dan katanya sudah dibuat cuman driver belom ada yang ambil mana telat 48 menit dan ga bisa di cancel pesanannya gmana klo udah nunggu 48 menit trus drivernya gada buang2 waktu buat nunggu,Negatif
5,Satset,Positif
5,Mudah semenjak ada gojek,Positif
5,Oke,Positif
5,Mantap,Positif
5,Keureeen,Positif
1,kenapa gopay later saya kok gk bisa digunakan padahal bayar tepat waktu trus,Negatif
5,Ok,Positif
1,"Beli makan sekarang ada biaya parkir, kaget dikit",Negatif
1,"Saya baru update. Livin mandiri saya sudah terhubung dengan gopay, udah topup via livin tapi saldo tidak masuk ke gopay",Negatif
1,Ongkos sering naik sistem operasional nya nge hang terus suka keluar sendiri kadang gopay gw kesedot sendiri padahal gak ada transaksi yg di lakukan tolong dong gimana sih ini makin di update makin gini ?,Negatif
5,Good,Positif
5,Ok dengan adanya gojek perjalanan jadi mudah dan aman terimakasih gojek sukses selalu,Positif
1,"semakin banyak eror nya sekarang,,,apa lagi gopay later... makin hancur aplikasi ini",Negatif
5,Oke pisaaaan euy..,Positif
1,Ini aplikasi kenapa sih??? Ko selalu freez,Negatif
5,Tetap memberikan yg terbaik...,Positif
1,Jelek,Negatif
1,"Aplikasi tholl lhollld, padahal bejibun di mapnya armada tapi gk ada 1 pun yg bisa antar, banyak orderanlah, inilah, itulah, tholl lholldd, gk niat usaha gk usah buat jasa kyk gini, makin kesini makin gk jelas, tau gitu ngapain gw top up, bhangshaadd",Negatif
4,"Tolong untuk pihak gojek untuk memberikan fitur baru , saat ganti pin gopay yang lupa berikan opsi untuk kirim ke Gmail karena nomer gopay saya sudah hilang atau tidak aktif , jika bisa diberikan opsi lain di email maka fitur itu sangat akan membantu karna Masi ada banyak uang di nomer lama saya tapi tidak bisa saya transfer karena nomer saya sudah mati dan tidak bisa diganti pin :)",Positif
5,Mantap,Positif
1,"Sejak beralih dari findaya ke MAB, denda nya sadis bos, mana cs nya tdk ramah sama sekali, maen ancam sebar data, parahhj",Negatif
5,ðŸ‘,Positif
1,nggak bisa kebuka aplikasinya,Negatif
5,Program beta penuh mulu,Positif
4,Parah errornya,Positif
5,Senang sekali,Positif
5,"Sungguh kecewa udh 3 x sya pinjem duit di gopay pinjaman, tetiba mau yg ke 4x ditolak .... Aplikasi aneh, liat donk riwayat pembyr an sya. Alhamdulillah, jdi gak ngutang...tuh sya ksh bintang 5 perbaiki yehh biar ga kecewain org. Sya nih , mitra gojek tau....",Positif
5,Gak pernah bosen pake gojekðŸ’•ðŸ’•ðŸ’•,Positif
5,Top,Positif
1,"kecewa sama gojek , drivernya banyak yg ga mau ambil orderan gara gara promo dari gojeknya !!!!!! dibatalin trs sa drivernya ,",Negatif
5,Paling cepat drivernya temukan titik jemput,Positif
1,"Setelah membayar gopaylater kenapa mau dipergunakan lagi ada kendala & tunggu beberapa saat, tapi ini sdh berhari"" kendala tetap ada, lama"" bikin kesel & jengkel, tolong diperhatikan konsumennya apalagi sy tdk pernah ada masalah pada pembayaran paylaternya (tepat waktu), kasih bintang satu dech!!!",Negatif
5,supir ramah n supel,Positif
1,Ini kenapa gopaylater nya gak bisa di gunakan ya padahal sebelunya tidak ada masalah,Negatif
5,Oke,Positif
